Id,OSM_Id,Longitude,Latitude,Construction material,Age of construction,Number of Storeys,Number of basements,Height of the ground floor,Occupancy,Position within the block,Vertical irregularities,Horizontal irregularities,Roof covering,GEM Taxonomy,Image Quality,Image filename or link
1539,704758730,-9.1469821,38.7476381,MUR,YBET:1960-1985,HEX:4,HBEX:0,,MIX,BP2,IRVO,IRHO,RMN,MUR/HEX:4+HBEX:0/YBET:1960-1985/MIX/BP2/IRHO+IRVO/RMN,Acceptable,704758730_1539_2.jpg
1538,704758729,-9.147048,38.7477657,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,POP,IRHO,RMN,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+POP/RMN,Excellent,704758729_1538_0.jpg
1538,704758729,-9.147048,38.7477657,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,POP,IRHO,RMN,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+POP/RMN,Excellent,704758729_1538_1.jpg
1538,704758729,-9.147048,38.7477657,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,POP,IRHO,RMN,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+POP/RMN,Acceptable,704758729_1538_2.jpg
1529,704757597,-9.1461433,38.7461005,MUR,YBET:1960-1985,HEX:5,HBEX:0,,RES,BP2,IRVO,IRHO,RMN,MUR/HEX:5+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMN,Excellent,704757597_1529_0.jpg
1529,704757597,-9.1461433,38.7461005,MUR,YBET:1960-1985,HEX:5,HBEX:0,,RES,BP2,IRVO,IRHO,RMN,MUR/HEX:5+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMN,Excellent,704757597_1529_1.jpg
1529,704757597,-9.1461433,38.7461005,MUR,YBET:1960-1985,HEX:5,HBEX:0,,RES,BP2,IRVO,IRHO,RMN,MUR/HEX:5+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMN,Excellent,704757597_1529_2.jpg
1537,704758728,-9.1471052,38.7478878,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,POP,IRHO,RMN,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+POP/RMN,Acceptable,704758728_1537_0.jpg
1537,704758728,-9.1471052,38.7478878,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,POP,IRHO,RMN,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+POP/RMN,Acceptable,704758728_1537_1.jpg
1537,704758728,-9.1471052,38.7478878,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,POP,IRHO,RMN,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+POP/RMN,Acceptable,704758728_1537_2.jpg
1535,704758726,-9.1462546,38.7475796,MUR,YBET:1960-1985,HEX:6,HBEX:0,,MIX,BP2,IRVO,IRHO,RMN,MUR/HEX:6+HBEX:0/YBET:1960-1985/MIX/BP2/IRHO+IRVO/RMN,Excellent,704758726_1535_0.jpg
1535,704758726,-9.1462546,38.7475796,MUR,YBET:1960-1985,HEX:6,HBEX:0,,MIX,BP2,IRVO,IRHO,RMN,MUR/HEX:6+HBEX:0/YBET:1960-1985/MIX/BP2/IRHO+IRVO/RMN,Acceptable,704758726_1535_1.jpg
1535,704758726,-9.1462546,38.7475796,MUR,YBET:1960-1985,HEX:6,HBEX:0,,MIX,BP2,IRVO,IRHO,RMN,MUR/HEX:6+HBEX:0/YBET:1960-1985/MIX/BP2/IRHO+IRVO/RMN,Acceptable,704758726_1535_2.jpg
1530,704757598,-9.1460192,38.7459527,MUR,YBET:1960-1985,HEX:5,HBEX:0,,MIX,BP1,IRVO,TOR,RMN,MUR/HEX:5+HBEX:0/YBET:1960-1985/MIX/BP1/TOR+IRVO/RMN,Excellent,704757598_1530_0.jpg
1530,704757598,-9.1460192,38.7459527,MUR,YBET:1960-1985,HEX:5,HBEX:0,,MIX,BP1,IRVO,TOR,RMN,MUR/HEX:5+HBEX:0/YBET:1960-1985/MIX/BP1/TOR+IRVO/RMN,Excellent,704757598_1530_1.jpg
1530,704757598,-9.1460192,38.7459527,MUR,YBET:1960-1985,HEX:5,HBEX:0,,MIX,BP1,IRVO,TOR,RMN,MUR/HEX:5+HBEX:0/YBET:1960-1985/MIX/BP1/TOR+IRVO/RMN,Excellent,704757598_1530_2.jpg
1517,704757585,-9.1465653,38.7468077,MUR,YBET:1960-1985,HEX:5,HBEX:1,,MIX,BP2,IRVO,IRHO,RMN,MUR/HEX:5+HBEX:1/YBET:1960-1985/MIX/BP2/IRHO+IRVO/RMN,Excellent,704757585_1517_0.jpg
1517,704757585,-9.1465653,38.7468077,MUR,YBET:1960-1985,HEX:5,HBEX:1,,MIX,BP2,IRVO,IRHO,RMN,MUR/HEX:5+HBEX:1/YBET:1960-1985/MIX/BP2/IRHO+IRVO/RMN,Acceptable,704757585_1517_1.jpg
1517,704757585,-9.1465653,38.7468077,MUR,YBET:1960-1985,HEX:5,HBEX:1,,MIX,BP2,IRVO,IRHO,RMN,MUR/HEX:5+HBEX:1/YBET:1960-1985/MIX/BP2/IRHO+IRVO/RMN,Acceptable,704757585_1517_2.jpg
61,97680521,-9.147113,38.7494584,MUR,YBET:1960-1985,HEX:4,HBEX:0,HFEX:0.52,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0+HFEX:0.52/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,97680521_61_0.jpg
61,97680521,-9.147113,38.7494584,MUR,YBET:1960-1985,HEX:4,HBEX:0,HFEX:0.52,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0+HFEX:0.52/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,97680521_61_1.jpg
61,97680521,-9.147113,38.7494584,MUR,YBET:1960-1985,HEX:4,HBEX:0,HFEX:0.52,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0+HFEX:0.52/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,97680521_61_2.jpg
1923,849054629,-9.1463292,38.7457433,MUR,YBET:1960-1985,HEX:2,HBEX:0,,RES,BP2,IRVO,IRHO,RMN,MUR/HEX:2+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMN,Excellent,849054629_1923_0.jpg
1923,849054629,-9.1463292,38.7457433,MUR,YBET:1960-1985,HEX:2,HBEX:0,,RES,BP2,IRVO,IRHO,RMN,MUR/HEX:2+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMN,Excellent,849054629_1923_1.jpg
1923,849054629,-9.1463292,38.7457433,MUR,YBET:1960-1985,HEX:2,HBEX:0,,RES,BP2,IRVO,IRHO,RMN,MUR/HEX:2+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMN,Excellent,849054629_1923_2.jpg
1571,704764153,-9.145669,38.7474129,MUR,YBET:1985-2000,HEX:4,HBEX:0,,RES,BP2,POP,IRHO,RMN,MUR/HEX:4+HBEX:0/YBET:1985-2000/RES/BP2/IRHO+POP/RMN,Excellent,704764153_1571_0.jpg
1571,704764153,-9.145669,38.7474129,MUR,YBET:1985-2000,HEX:4,HBEX:0,,RES,BP2,POP,IRHO,RMN,MUR/HEX:4+HBEX:0/YBET:1985-2000/RES/BP2/IRHO+POP/RMN,Excellent,704764153_1571_1.jpg
1571,704764153,-9.145669,38.7474129,MUR,YBET:1985-2000,HEX:4,HBEX:0,,RES,BP2,POP,IRHO,RMN,MUR/HEX:4+HBEX:0/YBET:1985-2000/RES/BP2/IRHO+POP/RMN,Excellent,704764153_1571_2.jpg
93,99796535,-9.1474162,38.7497357,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BPD,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BPD/IRHO+IRVO/RMT1,Acceptable,99796535_93_0.jpg
93,99796535,-9.1474162,38.7497357,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BPD,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BPD/IRHO+IRVO/RMT1,Acceptable,99796535_93_1.jpg
93,99796535,-9.1474162,38.7497357,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BPD,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BPD/IRHO+IRVO/RMT1,Acceptable,99796535_93_2.jpg
1154,421917649,-9.1479679,38.7510729,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917649_1154_0.jpg
1154,421917649,-9.1479679,38.7510729,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917649_1154_1.jpg
1154,421917649,-9.1479679,38.7510729,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917649_1154_2.jpg
1152,421917647,-9.1478646,38.7508812,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917647_1152_0.jpg
1152,421917647,-9.1478646,38.7508812,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917647_1152_1.jpg
1152,421917647,-9.1478646,38.7508812,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917647_1152_2.jpg
1151,421917646,-9.147585,38.7509831,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917646_1151_0.jpg
1151,421917646,-9.147585,38.7509831,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917646_1151_1.jpg
1151,421917646,-9.147585,38.7509831,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917646_1151_2.jpg
1150,421917645,-9.1474782,38.7507863,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917645_1150_0.jpg
1150,421917645,-9.1474782,38.7507863,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917645_1150_1.jpg
1150,421917645,-9.1474782,38.7507863,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917645_1150_2.jpg
671,303927552,-9.1468691,38.7497858,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,POP,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+POP/RMT1,Acceptable,303927552_671_0.jpg
671,303927552,-9.1468691,38.7497858,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,POP,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+POP/RMT1,Acceptable,303927552_671_1.jpg
671,303927552,-9.1468691,38.7497858,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,POP,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+POP/RMT1,Acceptable,303927552_671_2.jpg
670,303927550,-9.1463248,38.7499074,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BPD,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BPD/IRHO+IRVO/RMT1,Excellent,303927550_670_0.jpg
670,303927550,-9.1463248,38.7499074,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BPD,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BPD/IRHO+IRVO/RMT1,Excellent,303927550_670_1.jpg
670,303927550,-9.1463248,38.7499074,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BPD,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BPD/IRHO+IRVO/RMT1,Excellent,303927550_670_2.jpg
669,303927548,-9.1466741,38.7503378,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,303927548_669_0.jpg
669,303927548,-9.1466741,38.7503378,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,303927548_669_1.jpg
669,303927548,-9.1466741,38.7503378,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,303927548_669_2.jpg
667,303927544,-9.1470669,38.7503342,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,303927544_667_0.jpg
667,303927544,-9.1470669,38.7503342,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,303927544_667_1.jpg
667,303927544,-9.1470669,38.7503342,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Bad,303927544_667_2.jpg
602,303925207,-9.1477889,38.7513589,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,303925207_602_0.jpg
602,303925207,-9.1477889,38.7513589,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,303925207_602_1.jpg
602,303925207,-9.1477889,38.7513589,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,303925207_602_2.jpg
601,303925206,-9.1477067,38.7504741,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,303925206_601_0.jpg
601,303925206,-9.1477067,38.7504741,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,303925206_601_1.jpg
601,303925206,-9.1477067,38.7504741,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,303925206_601_2.jpg
598,303371900,-9.145608,38.7501892,MUR,YBET:1960-1985,HEX:1,HBEX:0,,EDU,BPD,IRVO,IRHO,RMT1,MUR/HEX:1+HBEX:0/YBET:1960-1985/EDU/BPD/IRHO+IRVO/RMT1,Acceptable,303371900_598_0.jpg
598,303371900,-9.145608,38.7501892,MUR,YBET:1960-1985,HEX:1,HBEX:0,,EDU,BPD,IRVO,IRHO,RMT1,MUR/HEX:1+HBEX:0/YBET:1960-1985/EDU/BPD/IRHO+IRVO/RMT1,Acceptable,303371900_598_1.jpg
598,303371900,-9.145608,38.7501892,MUR,YBET:1960-1985,HEX:1,HBEX:0,,EDU,BPD,IRVO,IRHO,RMT1,MUR/HEX:1+HBEX:0/YBET:1960-1985/EDU/BPD/IRHO+IRVO/RMT1,Acceptable,303371900_598_2.jpg
91,99796494,-9.1473383,38.7499177,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,99796494_91_0.jpg
91,99796494,-9.1473383,38.7499177,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,99796494_91_1.jpg
91,99796494,-9.1473383,38.7499177,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,99796494_91_2.jpg
1185,421917680,-9.1465981,38.7501969,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Excellent,421917680_1185_0.jpg
1185,421917680,-9.1465981,38.7501969,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Excellent,421917680_1185_1.jpg
1185,421917680,-9.1465981,38.7501969,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,421917680_1185_2.jpg
2745,1005432322,-9.1467939,38.7517331,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,1005432322_2745_0.jpg
2745,1005432322,-9.1467939,38.7517331,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,1005432322_2745_1.jpg
2745,1005432322,-9.1467939,38.7517331,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,1005432322_2745_2.jpg
2744,1005432321,-9.1467092,38.7515732,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,1005432321_2744_0.jpg
2744,1005432321,-9.1467092,38.7515732,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,1005432321_2744_1.jpg
2744,1005432321,-9.1467092,38.7515732,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,1005432321_2744_2.jpg
2658,988291346,-9.1453909,38.7497485,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988291346_2658_0.jpg
2658,988291346,-9.1453909,38.7497485,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988291346_2658_1.jpg
2658,988291346,-9.1453909,38.7497485,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988291346_2658_2.jpg
2657,988291345,-9.1456678,38.7497031,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988291345_2657_0.jpg
2657,988291345,-9.1456678,38.7497031,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988291345_2657_1.jpg
2657,988291345,-9.1456678,38.7497031,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988291345_2657_2.jpg
2656,988291344,-9.145928,38.7496604,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988291344_2656_0.jpg
2656,988291344,-9.145928,38.7496604,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988291344_2656_1.jpg
2656,988291344,-9.145928,38.7496604,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988291344_2656_2.jpg
2654,988291342,-9.1464701,38.7495801,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988291342_2654_0.jpg
2654,988291342,-9.1464701,38.7495801,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988291342_2654_1.jpg
2654,988291342,-9.1464701,38.7495801,MUR,YBET:1960-1985,HEX:4,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:4+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988291342_2654_2.jpg
2560,988071487,-9.1465334,38.7512783,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,988071487_2560_0.jpg
2560,988071487,-9.1465334,38.7512783,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,988071487_2560_1.jpg
2560,988071487,-9.1465334,38.7512783,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,988071487_2560_2.jpg
2555,988071482,-9.1463579,38.7509455,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988071482_2555_0.jpg
2555,988071482,-9.1463579,38.7509455,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988071482_2555_1.jpg
2555,988071482,-9.1463579,38.7509455,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988071482_2555_2.jpg
2554,988071481,-9.1464287,38.751093,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,988071481_2554_0.jpg
2554,988071481,-9.1464287,38.751093,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Excellent,988071481_2554_1.jpg
2554,988071481,-9.1464287,38.751093,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP1,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP1/IRHO+IRVO/RMT1,Acceptable,988071481_2554_2.jpg
2553,988071480,-9.1464393,38.750786,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988071480_2553_0.jpg
2553,988071480,-9.1464393,38.750786,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988071480_2553_1.jpg
2553,988071480,-9.1464393,38.750786,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988071480_2553_2.jpg
2552,988071479,-9.1466329,38.7507242,MUR,YBET:1960-1985,HEX:3,HBEX:0,,RES,BP2,IRVO,IRHO,RMT1,MUR/HEX:3+HBEX:0/YBET:1960-1985/RES/BP2/IRHO+IRVO/RMT1,Acceptable,988071479_2552_0.jpg
